Ticker,yearly_return
INDUSINDBK,-0.3045840880590776
ASIANPAINT,-0.2193504586576567
BAJFINANCE,-0.16110874039861445
ADANIENT,-0.06670855586972457
HINDUNILVR,-0.009579164810239415
NESTLEIND,0.00707141320714141
KOTAKBANK,0.019918357893517903
BAJAJFINSV,0.02549565997245441
TITAN,0.03518185373484547
MARUTI,0.06926712348626166
